SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"North West",114.7217547,29.7542385,21.2185347,1.382254,0,0,0,166.7654106,
,"Wilderness West",65.1151541,2.717421,6.50447,1.1069541,0,0,0,75.4439992,
,"Tasmania",485.5845555,185.7339275,103.9415792,24.4707091,0,4.0402221,0.7932223,786.5627233,
,"Darwin",36.523529,16.6640331,42.0872731,4.2592042,0,0.4580481,0,99.7650421,
,"Barkly",1.4544746,0.4473055,10.8636705,0.3916147,0,0.4387004,0.196087,13.7918528,
,"Alice Springs",10.5248,1.9261814,16.4663322,0.3697593,0,0,0.196087,29.4831599,
,"Kakadu Arnhem",11.3624606,0.2491012,16.9684592,0,0,0,0,28.580021,
,"Katherine Daly",8.4027723,3.849162,9.5222292,3.9147026,0,0,0.196087,25.884953,
,"Lasseter",14.1908781,1.1881206,6.0309767,0,0,0.4387004,0,21.8486759,
,"MacDonnell",0.60667,2.0560835,0.677892,0,0,0,0,3.3406454,
,"Northern Territory",77.191406,23.2249682,89.6293956,5.0205782,0,0.8967485,0.196087,195.9321381,
,"Canberra",247.3158288,180.7447892,101.37297,36.7018746,0,5.1667264,0,571.302189,
,"ACT",247.3158288,180.7447892,101.37297,36.7018746,0,5.1667264,0,571.302189,
"June quarter 2015","Sydney",614.3578333,793.6450343,690.46886,172.2207371,0,8.9128199,0,2250.7491306,
,"Blue Mountains",181.9795352,93.7987399,16.3221642,20.1444907,0,0,1.4172649,313.6621948,
,"Capital Country",92.0903038,78.8333995,28.1113361,16.2957179,0,12.6262808,0,227.9570381,
,"Central Coast",97.3052749,109.8618617,22.5744443,14.3054906,0,1.2966459,0,245.3437175,
,"Central NSW",178.5054394,187.8415929,137.9842789,25.6697295,0,17.5568442,1.4678809,539.4257451,
,"Hunter",332.2735371,260.0577574,132.2260403,39.4976061,0,2.9359014,2.4146096,760.5835836,
,"New England North West",146.386524,139.7370308,76.7505509,16.7104302,0,8.8788023,1.4678809,383.1038883,
,"North Coast NSW",557.1298662,451.0570118,142.5334144,42.9067809,0,18.5939073,2.4146096,1190.5680446,
,"Outback NSW",38.415538,34.3139367,31.231121,8.1204939,0,0,1.4678809,113.5489705,
,"Riverina",103.1539845,96.9350161,32.2072132,28.3278782,0,9.2233473,1.4678809,270.0756611,
,"Snowy Mountains",74.1609167,23.5289419,11.4502353,11.4245522,0,0,0,120.5646461,
,"South Coast",474.9487946,222.6021201,37.9569425,26.1606591,0,3.4217881,0.4705362,762.6235582,
,"The Murray",82.3974203,78.3578011,28.8441444,21.0880082,0,11.8877442,2.8851457,225.460264,
,"New South Wales",2751.2387868,2450.3022555,1322.7415905,426.4961425,0,75.6407123,6.5622779,6905.4291628,
,"Melbourne",573.4142064,699.396255,550.007775,157.9890637,0,6.2799083,0,1981.1864019,
,"Ballarat",44.5574234,51.4785503,21.2919013,11.7102382,0,0,0,129.0381132,
,"Bendigo Loddon",111.0062023,123.6221347,33.5182786,11.873887,0,0,0.4705362,280.4910387,
,"Central Highlands",57.6482556,21.9423506,14.7438786,3.0363468,0,0,0,97.3708315,
,"Central Murray",95.7571933,45.0016794,3.7906552,1.6129171,0,0,0.4705362,146.6329812,
,"Geelong and the Bellarine",88.2206756,127.3004519,8.1260825,12.8646546,0,0,0,236.5118647,
,"Gippsland",126.3778532,97.6242932,31.7434305,22.4341568,0,0,0,278.1797337,
,"Goulburn",46.7909211,62.7296116,22.0512252,10.3203333,0,3.8720629,0,145.7641541,
,"Great Ocean Road",249.0688194,94.4105191,27.3712395,4.1209432,0,0,0,373.2105802,
,"High Country",240.2472038,76.6731089,35.0701049,6.9327488,0,5.3603784,0,364.2835449,
,"Lakes",119.7419537,27.0246298,21.8765657,3.0643462,0,2.0259044,0,171.2734934,
,"Macedon",18.9954772,37.7046082,10.67179,0,0,0,0,67.3718754,
,"Mallee",82.0773771,29.4524329,19.0187255,18.9419833,0,1.8839929,0.9973447,152.3718565,
,"Melbourne East",37.1377052,70.4057659,19.5256188,3.4718259,0,0,0,130.5409159,
,"Murray East",4.6057369,30.7017644,3.1296709,0,0,0,0,38.4371721,
,"Peninsula",163.6999673,91.6804156,19.6344792,0,0,0,0,275.0148622,
,"Phillip Island",132.3531649,46.9438683,7.6815746,7.8620849,0,2.3442083,0,197.184901,
,"Spa Country",58.8831754,9.4311697,2.5637302,0.7566986,0,0,0,71.6347739,
,"Upper Yarra",40.7799817,12.8350468,9.1777043,2.3533415,0,0,0,65.1460744,
,"Western Grampians",42.990765,14.0130728,8.1183976,5.0714745,0,0.4034474,0,70.5971574,
,"Wimmera",15.9380935,8.6914582,1.5856657,0,0,0,0,26.2152173,
,"Victoria",2206.110617,1701.093776,852.7534378,278.3133835,0,22.1699028,5.2280326,5013.5355076,
,"Brisbane",409.8660089,576.5693492,355.3828002,85.4889141,0,10.3797883,0,1415.0420747,
,"Bundaberg",47.7216614,75.2938486,31.0822287,10.4628638,0,0,0.4705362,165.0311387,
,"Central Queensland",143.9094311,152.2445676,130.8785806,28.5357028,0,3.8636961,1.887801,455.7871979,
,"Darling Downs",142.0327351,242.5320577,129.7553779,36.0041041,0,12.2650079,1.887801,564.4770838,
,"Fraser Coast",70.8393308,59.2413168,11.5175578,2.9922984,0,0,0,144.5905039,
,"Gold Coast",428.1338732,245.3516374,97.3631384,29.1331348,0,2.3218434,0,800.7392438,
,"Mackay",49.3914555,64.0021676,132.5389767,16.9172423,0,8.6552952,0.4705362,271.9756734,
,"Northern",102.8305109,59.9699263,115.4457693,21.3435433,0,4.2946395,1.887801,305.7721903,
,"Outback",24.0110102,38.5004096,69.7022892,7.309775,0,0,0.4705362,139.9940202,
,"Sunshine Coast",372.3167479,272.664978,72.4398696,37.0485597,0,0,1.887801,751.325943,
,"Tropical North Queensland",223.0648471,126.254684,108.9286864,16.0100659,0,7.3477856,1.4172649,467.5978935,
,"Whitsundays",58.5210147,19.8758028,2.7502328,1.6591128,0,2.688325,1.4172649,86.911753,
,"Queensland",1966.0509639,1816.7237497,1187.7999743,279.1117027,0,49.9760479,3.2547488,5174.9267162,
,"Adelaide",121.5809453,204.5953228,167.9152552,107.4946569,0,5.2616854,0,592.6159002,
,"Adelaide Hills",20.6098284,25.9516324,1.8114772,1.1048741,0,0.3494929,0,49.8273051,
,"Barossa",29.388892,12.9349334,7.2766648,2.8086622,0,0,0.9973447,53.4064972,
,"Clare Valley",19.5784952,13.0716131,2.4999677,0.373961,0,0.9430818,0,36.4671188,
,"Eyre Peninsula",40.381254,36.6415907,62.778434,2.7923067,0,3.4053589,0.9973447,143.5187593,
,"Fleurieu Peninsula",67.7679424,34.9677555,10.9813014,14.5351311,0,0,0,128.2521303,
,"Limestone Coast",63.001629,23.3891019,37.9466132,4.5389335,0,2.4623266,0,131.3386041,
,"Murraylands",53.8671548,18.3726416,0.4274717,0.9582253,0,0.9430818,0,74.5685752,
,"Riverland",50.2437553,11.1268344,6.2936207,4.4725274,0,9.674005,0,80.8677105,
,"Yorke Peninsula",80.7583014,35.5787294,1.124283,0,0,2.4623266,0,119.9236405,
,"Flinders Ranges and Outback",70.8738505,25.1094574,31.8941693,7.2215223,0,4.4322704,2.4146096,139.8180692,
,"Kangaroo Island",16.8733929,7.2918004,0,0,0,0,0,24.1651933,
,"South Australia",567.9325216,399.3459948,316.8084449,141.828273,0,18.7743719,4.2246278,1412.9341537,
,"Experience Perth",215.9461381,286.8741406,181.5695047,91.8042554,0,14.6296062,0,769.7312734,
,"Australia's Golden Outback",79.7010685,60.9743777,89.8205065,5.3220267,0,4.474308,0.9973447,237.7583564,
,"Australia's North West",54.310966,8.5708708,236.5856401,0,0,0,0,299.4674768,
,"Australia's South West",445.9716258,249.9041038,46.2888102,27.4814022,0,0,0,762.9949072,
,"Australia's Coral Coast",194.3926827,49.0418021,68.3919181,1.4221964,0,7.4408826,0,310.759558,
,"Western Australia",972.8995207,638.7557145,596.678007,122.7693572,0,24.0824701,1.7870755,2303.8438509,
,"Hobart and the South",101.7233303,65.8409123,55.4938396,17.636021,0,0,0,240.6941031,
,"East Coast",65.5221712,6.2889056,0,0,0,0.9223879,0,71.8110768,
,"Launceston, Tamar and the North",68.6540519,61.6912573,25.5846688,1.7240596,0,6.6182475,0,161.0782202,
,"North West",58.3555695,17.1272243,17.8018821,2.157177,0,0,0,95.4418528,
,"Wilderness West",8.4092422,0,3.9177391,0,0,0,0,12.3269813,
,"Tasmania",249.2644048,148.5236106,100.6238081,21.7922189,0,7.5406354,2.8486738,524.0771323,
,"Darwin",55.4295446,49.7978593,95.4329405,3.3053358,0,7.0259043,1.4172649,203.9247473,
,"Barkly",10.5091954,1.09576,0.7467904,0,0,22.8287958,0,35.1805417,
,"Alice Springs",38.6687314,5.0392753,21.431419,11.5149584,0,0,1.4172649,78.0716489,
,"Kakadu Arnhem",44.0088661,29.8624828,39.6967132,0,0,1.1219798,1.4172649,116.1073069,
,"Katherine Daly",29.3143491,2.913419,11.3750561,0.2866784,0,22.6250331,1.4172649,67.9318006,
,"Lasseter",59.6428199,4.5373293,0.6401688,4.4725274,0,0.9430818,1.4172649,70.7101102,
,"MacDonnell",2.58284,0.4731926,10.2471633,0,0,0,0,13.3031959,
,"Northern Territory",158.6166624,75.7532098,168.6963151,15.1069727,0,31.9197617,1.4172649,418.208632,
,"Canberra",142.9431516,170.0515983,155.4812509,48.394342,0,0,1.4172649,518.1429276,
,"ACT",142.9431516,170.0515983,155.4812509,48.394342,0,0,1.4172649,518.1429276,
"September quarter 2015","Sydney",520.3209542,843.8497211,622.9475545,132.2452289,0,6.9775395,1.3339393,2123.4040677,
,"Blue Mountains",128.3667529,50.873317,9.5208479,2.8754326,0,0,0,191.6363504,
,"Capital Country",96.4049146,138.545099,44.4494723,8.4545755,0,1.8587258,1.319623,291.0324102,
,"Central Coast",105.5704687,130.3073259,19.0439899,3.3587672,0,0,2.3729508,260.6535024,
,"Central NSW",158.9065312,181.0045302,101.115286,32.7709056,0,24.8554025,10.785742,498.4072659,
,"Hunter",259.5916358,313.6987045,76.3724637,50.0246969,0,16.698251,1.3120323,715.943667,
,"New England North West",97.9174714,94.4647729,80.2856336,21.8736015,0,4.2372506,5.9886824,304.7674124,
,"North Coast NSW",580.3920886,357.220602,117.7983786,42.5275269,0,12.8647961,8.6688993,1102.2939626,
,"Outback NSW",64.0502719,3.6305237,50.879074,7.712902,0,4.7919548,10.9608843,142.0256107,
,"Riverina",73.2548257,75.5546166,85.514289,29.9358845,0,9.3225544,4.8613392,271.4302267,
,"Snowy Mountains",293.4072878,18.5618812,26.324754,6.6847657,0,0,1.3424211,346.3211098,
,"South Coast",305.1044179,216.4723312,67.8627386,22.9874655,0,8.7774326,2.2845817,620.846079,
,"The Murray",69.6005127,70.9474082,34.1240771,15.5409244,0,8.8115949,3.3028842,202.3274016,
,"New South Wales",2547.4500181,2342.0556131,1271.1571514,367.3786718,0,87.116266,24.4823508,6476.8289327,
,"Melbourne",571.4114752,632.6407253,591.8577021,132.0532758,0,7.7340783,0,1924.9488799,
,"Ballarat",40.4807612,67.8253891,31.8851666,18.4284529,0,0,0,158.6197698,
,"Bendigo Loddon",65.205056,91.259789,27.040937,9.392765,0,3.1087872,1.2985509,197.3058851,
,"Central Highlands",49.5671406,23.1403399,18.6670977,0,0,0,0.7221076,92.0966858,
,"Central Murray",80.3868925,51.4367177,22.6320505,3.7407658,0,0,0,158.1964266,
,"Geelong and the Bellarine",120.9999896,95.9434002,29.9297906,13.7051383,0,0,0.3689806,258.00452,
,"Gippsland",64.9760999,100.8880823,24.3957198,0,0,0,0.3689806,190.6288825,
,"Goulburn",38.8034263,43.9878955,6.8668853,8.3072663,0,1.2647429,0.6693129,99.8995293,
,"Great Ocean Road",157.1605296,93.5049332,61.1119258,4.3283734,0,0,0.3689806,316.4747426,
,"High Country",295.2155104,108.2806235,26.4512379,19.9765941,0,6.6700264,0.6942231,457.2882153,
,"Lakes",61.7552847,43.7953413,24.9450725,27.7683397,0,6.8659778,2.6535623,167.7835783,
,"Macedon",8.953948,21.1093633,9.1416325,0.9000709,0,0,2.449925,42.5549398,
,"Mallee",71.2301666,37.5110532,39.9276135,0,0,8.1200259,1.2985509,150.6336294,
,"Melbourne East",29.6086168,88.7267573,11.8302065,0.5003862,0,0,0,130.6659668,
,"Murray East",13.7280828,19.1069337,15.0738384,0,0,0,0,47.9088549,
,"Peninsula",128.1001122,72.1271788,20.1687733,15.4853802,0,0,0.3689806,236.250425,
,"Phillip Island",89.7176614,20.2969887,13.6256988,0,0,0,0.7221076,124.3624565,
,"Spa Country",65.5754923,11.0379008,9.828154,0.9535206,0,0,0,87.3950677,
,"Upper Yarra",29.4921798,4.9776742,0,0,0,0,0,34.469854,
,"Western Grampians",25.9678354,35.1763223,26.032597,18.0324083,0,0,0.7533586,105.9625216,
,"Wimmera",8.0395434,15.8224381,0,1.21234,0,0.4751159,3.7484759,29.2979134,
,"Victoria",1884.9087302,1605.530233,1001.5857283,268.9083533,0,26.1102567,9.2161404,4744.4824275,
,"Brisbane",350.1115229,599.5922477,381.8996502,87.554064,0,2.9795846,7.1999008,1421.8658063,
,"Bundaberg",58.0452483,30.2599621,16.5103706,10.0282046,0,2.568347,13.6400218,128.9781809,
,"Central Queensland",131.5752162,129.3368721,102.3343919,21.8481668,0,11.5936987,14.9758505,405.1252613,
,"Darling Downs",179.8838656,188.9341415,121.1730224,30.3457477,0,6.8808463,10.0418299,535.9974515,
,"Fraser Coast",113.9125287,68.4777193,8.7454449,4.8397823,0,0,5.7063219,201.6817972,
,"Gold Coast",497.3014943,297.2670671,64.2833723,35.9793968,0,0,3.3981041,895.5842017,
,"Mackay",78.0851196,54.6597799,83.4253168,13.0417456,0,3.8137448,12.1029727,245.1286795,
,"Northern",112.0202117,122.8157626,91.5006847,32.418245,0,0.7217514,15.8727886,373.4972838,
,"Outback",87.777873,26.7107547,80.2921689,4.5736283,0,6.9470592,17.9826478,220.5752625,
,"Sunshine Coast",440.101057,218.9358,66.1948561,28.181168,0,2.0739735,8.0261798,761.4390608,
,"Tropical North Queensland",383.3988382,93.7187282,143.1880134,22.4161421,0,0.6132012,14.9271151,653.4185133,
,"Whitsundays",106.4480174,27.8177509,18.1092885,0,0,0,7.8421212,160.217178,
,"Queensland",2224.392276,1763.8106115,1127.332428,282.9721274,0,29.4238285,34.8432536,5367.6467119,
,"Adelaide",140.6013453,213.508223,176.4594617,51.7945351,0,8.8151712,1.2985509,590.0974636,
,"Adelaide Hills",15.5468821,11.5849997,16.2733027,3.012202,0,0,0,46.4173865,
,"Barossa",21.7283487,6.1800714,4.9985609,0,0,0,0,32.906981,
,"Clare Valley",11.8609906,10.645186,4.392379,5.4659531,0,0,1.2985509,33.6630596,
,"Eyre Peninsula",39.7937909,23.9767316,28.8148243,2.1241439,0,1.2620018,2.4552642,98.4267567,
,"Fleurieu Peninsula",59.8956143,38.4983041,8.8573115,5.5710016,0,0,0,112.1651922,
,"Limestone Coast",36.5774118,25.2456316,9.4535568,8.6445945,0,9.7524361,0.384378,81.4134143,
,"Murraylands",31.7615672,13.0287231,15.5332826,4.1996536,0,0,0.7221076,65.2453341,
,"Riverland",42.9872046,9.1038867,31.9945417,5.6074369,0,7.0132828,0.384378,97.0907308,
,"Yorke Peninsula",56.510664,8.0412485,1.1742891,0.6637771,0,0,0,66.3899786,
,"Flinders Ranges and Outback",87.5030982,21.3780313,40.5496066,10.5693279,0,0.2808969,7.7052177,167.8457301,
,"Kangaroo Island",16.8702316,4.4462806,0.4798833,0,0,0,0,21.7963955,
,"South Australia",486.930876,365.7307594,319.3059001,94.0322689,0,25.861787,8.9471987,1277.6211435,
,"Experience Perth",283.7335388,439.6243782,217.1730985,75.1861757,0,3.8662375,0.7221076,1018.8817809,
,"Australia's Golden Outback",65.4418029,71.700542,114.4930949,6.5106056,0,5.363372,6.8970794,269.0979349,
,"Australia's North West",116.3715962,37.1281822,214.2997392,0.2419875,0,1.2620018,6.3755101,370.5231318,
,"Australia's South West",329.8035884,119.4211965,100.9900375,30.6013922,0,0,0,570.994874,
,"Australia's Coral Coast",132.6715476,28.6059936,67.6111421,15.4546067,0,0.8157594,3.2710237,246.5696102,
,"Western Australia",846.064332,685.1857007,700.8184265,127.0792917,0,10.0453689,6.8970794,2337.4021646,
,"Hobart and the South",69.5352963,48.8551099,50.1057387,10.6485242,0,0,0,177.9679554,
,"East Coast",49.334459,5.4480633,0.1331535,3.0556041,0,0,0,57.97128,
,"Launceston, Tamar and the North",32.3935532,29.074743,41.4885841,11.5105662,0,2.3717182,0,116.8391647,
,"North West",37.4465114,31.8856907,19.8964486,3.4204312,0,0,0,91.9781245,
,"Wilderness West",11.2963425,0,0,0,0,0,0,11.2963425,
,"Tasmania",144.0962807,110.3153953,108.5899539,28.6351256,0,6.099702,1.0661882,393.013075,
,"Darwin",106.0884945,65.4601771,61.4614232,4.0593515,0,0,8.7112059,245.7806524,
,"Barkly",13.1581364,6.8070242,11.3077626,2.7818401,0,2.5164384,7.4924189,44.0636207,
,"Alice Springs",69.7372495,10.1120584,23.3333046,11.1700731,0,1.4479835,4.8809728,120.6816419,
,"Kakadu Arnhem",39.1139794,0.8303436,15.4515558,0.7746183,0,0,8.5479436,62.5574923,
,"Katherine Daly",66.9711128,34.8633323,32.3172943,3.3710174,0,0,10.4443625,147.9671193,
,"Lasseter",63.0484605,2.9704475,12.077324,0,0,2.4693105,5.3352184,85.900761,
,"MacDonnell",15.298812,4.9961208,2.2086697,2.7818401,0,0,4.8809728,30.1664155,
,"Northern Territory",228.9999413,97.3637732,141.9726287,16.9371633,0,5.3033236,14.9252313,497.11122,
,"Canberra",174.9480088,233.7056691,244.3500543,35.1994562,0,9.1109299,0,693.3140808,
,"ACT",174.9480088,233.7056691,248.1471765,35.1994562,0,9.1109299,0,697.1112029,
"December quarter 2015","Sydney",519.9283418,776.2923001,770.145308,127.0064177,0,16.8414027,0.3151994,2177.7828874,
,"Blue Mountains",140.2729349,64.3564793,9.664911,11.9465916,0,0,0,226.2409167,
,"Capital Country",128.1617757,144.4881509,52.7431534,20.3014378,0,9.8408913,0.3151994,355.8506085,
,"Central Coast",150.3733023,162.4158851,20.8517937,5.5936069,0,0.7478862,0,339.9824742,
,"Central NSW",189.6033576,184.0669798,128.4400829,47.5413192,0,13.2523066,8.1721533,566.1312059,
,"Hunter",350.3851459,316.466884,137.6883857,26.6929212,0,3.4756701,1.1692848,827.9767007,
,"New England North West",95.9399568,112.7309282,76.4032991,15.2749853,0,14.423428,7.0028685,321.1357194,
,"North Coast NSW",730.071383,351.8514913,119.5215689,65.1521765,0,27.7354376,0.3151994,1282.1806251,
,"Outback NSW",49.1027477,14.0982198,41.9174281,0,0,1.5679546,1.7482395,108.4345897,
,"Riverina",53.8559147,112.7161559,59.7160715,13.7851694,0,5.9886833,0.5789547,246.6409494,
,"Snowy Mountains",95.6204242,34.9874499,23.6253368,5.8020411,0,2.9158749,0,162.9511269,
,"South Coast",483.4194832,297.1273675,49.5900359,61.779777,0,0.8768295,0,892.793493,
,"The Murray",112.292485,123.5391047,69.6557919,5.0147622,0,15.9674497,0.5789547,327.0485482,
,"New South Wales",2840.6933826,2569.309834,1463.9490896,405.0173657,0,88.3878721,12.5977523,7191.0789527,
,"Melbourne",606.9740834,806.8501359,525.4696253,170.1351168,0,4.1283456,0,2098.6846496,
,"Ballarat",30.9546311,66.6972517,5.6551942,5.8052916,0,2.1532535,0.7178381,111.9834601,
,"Bendigo Loddon",69.3970343,102.2127807,49.8058508,23.7989748,0,2.5512448,0.7178381,247.5629356,
,"Central Highlands",61.9158427,17.2052895,6.8796927,1.3473521,0,0.816051,7.0028685,95.1670965,
,"Central Murray",117.1810615,62.625128,18.294631,16.5792107,0,0,7.7207066,222.4007378,
,"Geelong and the Bellarine",169.3322913,120.7875598,25.1917673,21.2450074,0,0,0.7178381,337.2744639,
,"Gippsland",78.4267697,110.3969152,28.658906,7.7544348,0,1.5172151,0,226.7542408,
,"Goulburn",42.1773048,56.2249905,21.9513316,24.7013732,0,0.816051,0,145.8710512,
,"Great Ocean Road",258.9654799,142.1283315,47.9787881,20.7996694,0,1.8254146,0.7178381,470.0884511,
,"High Country",168.88004,89.6972177,32.1328167,6.5658131,0,0,0.5789547,297.8548421,
,"Lakes",86.4737426,17.6353722,10.1436352,0,0,1.5172151,0,115.769965,
,"Macedon",24.056124,27.4126109,19.6202496,0,0,0,0,68.3322624,
,"Mallee",81.7575386,45.5665755,27.0169689,4.1163833,0,1.419367,1.2967928,161.1736261,
,"Melbourne East",69.2834503,69.8543369,2.7723548,3.3051578,0,0,0,145.2152998,
,"Murray East",10.9579062,13.4183018,4.6999809,0,0,0,0.3151994,29.3913884,
,"Peninsula",198.2120416,131.2515026,14.437078,3.2833762,0,0,0,347.1839984,
,"Phillip Island",155.2647782,37.0171367,13.8645832,2.8923132,0,0,0,209.0388113,
,"Spa Country",47.4934758,24.3359119,0,7.0608397,0,0,0,78.8902274,
,"Upper Yarra",39.7034584,23.5829474,0,0,0,0,0,63.2864058,
,"Western Grampians",19.2102093,24.0129127,5.8053732,6.9552042,0,3.7710433,0,59.7547427,
,"Wimmera",10.9001271,13.1464428,8.4119815,6.1103334,0,3.6412463,0,42.2101313,
,"Victoria",2192.4783445,1919.7927057,860.9797052,319.6478814,0,17.7577408,10.4402754,5255.411899,
,"Brisbane",402.309625,641.5207418,384.8744337,125.2241288,0,1.1482631,0,1550.8651205,
,"Bundaberg",30.7017757,52.7172716,42.6058555,3.2828919,0,0,0,126.632448,
,"Central Queensland",114.1749373,89.7354273,134.462685,31.6169065,0,12.0985229,0.8941541,378.5328943,
,"Darling Downs",105.8171854,169.2605695,77.9649142,8.1730891,0,6.2129398,7.3180679,368.7298982,
,"Fraser Coast",53.2757992,39.4696921,7.9939625,12.6439419,0,1.87899,0.3151994,115.5775851,
,"Gold Coast",538.2464496,344.1409267,104.4221709,29.8855435,0,0.8768295,0,1009.1313659,
,"Mackay",14.2810795,36.100992,75.7495725,2.7844561,0,6.5381097,0,135.4542097,
,"Northern",77.386137,83.0928293,79.3164875,27.8836573,0,7.0332253,0.8941541,271.4573435,
,"Outback",37.5438631,49.3433378,45.4825915,9.5373798,0,0,7.5818232,149.4889954,
,"Sunshine Coast",507.6678816,302.8060502,37.0995261,31.7165987,0,3.7708012,0,881.1690466,
,"Tropical North Queensland",194.9531533,102.569033,109.2863025,17.8878262,0,0,0.3151994,409.1764437,
,"Whitsundays",96.2720551,22.9877879,25.9411209,0,0,6.0932052,0.8941541,152.1883233,
,"Queensland",2016.3365532,1844.0030698,1022.1735655,294.4214903,0,32.3699776,9.1789175,5102.9752488,
,"Adelaide",188.6698396,259.2994435,186.7256903,45.150493,0,10.9612896,0.7178381,691.5245942,
,"Adelaide Hills",16.0923819,15.7977829,0,8.9531626,0,0,7.0028685,47.8461959,
,"Barossa",19.1167358,18.1642001,4.5698523,3.7600521,0,0,0.7178381,46.3286784,
,"Clare Valley",41.4931128,17.6408386,2.0651677,0,0,0,1.2967928,62.495912,
,"Eyre Peninsula",31.0051236,24.9472014,12.9742867,0.6874011,0,1.0059446,8.8899914,77.876997,
,"Fleurieu Peninsula",94.0356062,77.7818035,15.6931269,1.1303995,0,0,0.7178381,189.3587742,
,"Limestone Coast",37.4557977,52.240994,19.7010118,0.6211791,0,3.1919097,0.7178381,113.9287304,
,"Murraylands",26.4090106,18.4238849,8.6222291,0,0,2.5251123,0.7178381,56.6980751,
,"Riverland",38.9066246,25.429157,7.4520495,4.7238384,0,0,1.2967928,77.8084622,
,"Yorke Peninsula",111.1495112,24.1803395,9.9204392,6.5733886,0,0,0,151.1730888,
,"Flinders Ranges and Outback",66.2724323,61.3028688,57.2313985,2.1172236,0,1.8701264,9.4689461,198.2629956,
,"Kangaroo Island",33.3703303,2.5251123,0,0,0,0,0,35.8954426,
,"South Australia",621.6592129,571.7573665,318.9982309,72.5787311,0,19.5543826,11.7566888,1599.7482616,
,"Experience Perth",300.2975834,406.9073625,267.4373757,109.968477,0,1.0415399,8.1721533,1085.9037163,
,"Australia's Golden Outback",51.7605996,43.9277476,158.1472222,2.0183835,0,0,8.8899914,264.7439443,
,"Australia's North West",30.9516566,34.7131327,248.9861323,1.9700475,0,8.4966292,7.0028685,316.2701865,
,"Australia's South West",390.2650137,223.3464914,133.781549,22.8632098,0,1.1751332,8.1721533,775.4216924,
,"Australia's Coral Coast",187.0616852,49.9185639,48.5057881,30.6210431,0,0.5106955,7.0028685,323.1099488,
,"Western Australia",895.1814074,739.7132812,822.1306452,165.7363901,0,11.2239978,8.8899914,2606.3431361,
,"Hobart and the South",186.8704789,87.9607993,53.1957297,14.6727683,0,0,0,340.9444035,
,"East Coast",86.0506853,16.4508282,0.6762704,3.1891374,0,0,0,106.3669214,
,"Launceston, Tamar and the North",113.9913947,58.2259124,23.941027,9.3829791,0,1.5021691,0,205.4630203,
,"North West",66.25576,40.2304634,19.9557987,11.072039,0,0,0,137.5140612,
,"Wilderness West",21.3373862,10.3765424,5.8030409,3.1891374,0,0,0,40.706107,
,"Tasmania",333.8639891,205.1068898,100.2825205,25.911708,0,1.5021691,0,649.4278715,
,"Darwin",42.3487537,10.8124818,80.8685657,25.1128018,0,0.1127956,7.0028685,166.258267,
,"Barkly",17.3364972,0.6901407,4.9450284,0,0,0,7.5818232,30.5534894,
,"Alice Springs",20.5462312,10.226761,26.4521576,0,0,0,0.5789547,57.8041044,
,"Kakadu Arnhem",26.2850672,8.8237813,22.7764375,0,0,0,7.0028685,64.8881544,
,"Katherine Daly",17.5057788,6.9162065,35.4159042,0.2736318,0,0,7.0028685,67.1143898,
,"Lasseter",26.7056154,4.4061192,13.7348435,0,0,0,1.7482395,42.1886983,
,"MacDonnell",11.9150815,3.9699552,5.1346752,0,0,0,0,21.0197119,
,"Northern Territory",110.3207287,41.7298163,177.5257783,25.3864336,0,0.1127956,8.751108,355.4215516,
,"Canberra",125.5230547,198.5865653,223.3384825,49.7974669,0,8.9503742,0,597.2455694,
,"ACT",125.5230547,198.5865653,223.3384825,49.7974669,0,8.9503742,0,597.2455694,
"March quarter 2016","Sydney",644.2976877,862.5659014,593.1495269,99.5663516,0,14.1876151,3.6451122,2188.4758126,
,"Blue Mountains",132.4471032,59.8808697,12.0570904,23.0756283,0,0,0,227.4606915,
,"Capital Country",122.4442943,135.1980587,33.5097055,15.2920037,0,9.751327,0,316.1953892,
,"Central Coast",201.0698407,173.9030649,14.9589019,8.1541064,0,0,0,398.0859138,
,"Central NSW",175.8299747,193.1479345,106.9109698,32.7961343,0,21.5343628,3.6451122,529.8449075,
,"Hunter",408.0702571,292.4371207,111.3939077,30.9006522,0,2.521544,3.6451122,847.1530269,
,"New England North West",135.5992606,116.0999951,43.1665315,26.3494035,0,18.7167508,0,335.2947834,
,"North Coast NSW",905.8450006,504.5406608,110.4725094,39.9618494,0,31.214066,3.6451122,1573.9345316,
,"Outback NSW",17.4492537,7.1042205,32.3779004,8.7479988,0,0,0,65.6793734,
,"Riverina",68.1035003,101.4410088,59.0685289,10.3095836,0,11.0023361,0,248.8405616,
,"Snowy Mountains",99.2136451,16.816676,8.8995693,11.6567559,0,5.9639226,0,142.5505688,
,"South Coast",849.9924151,293.0978714,24.9827621,42.5596875,0,14.5994908,0,1218.8178173,
,"The Murray",137.5121678,91.6176212,26.3538362,15.4747806,0,12.9283032,0,281.9870808,
,"New South Wales",3607.4305672,2705.4514529,1109.2676256,347.2155849,0,106.7460471,3.6451122,7694.8857231,
